"Zone","District","PC_Num","PC_Name","AC_Num","AC_Name","Total_Electors","Urban","Rural","Hindu","Islam","Other_Rel","Gen_OBC","SC","ST","Largest_Caste_Name","Largest_Caste","Second_Caste_Name","Second Largest Caste","Third_Caste_Name","Third_Caste","Fourth_Caste_Name","Fourth_Caste","Fifth_Caste_Name","Fifth_Caste","Sum_5_Caste","Winner_LS19","Party_LS19","Caste_LS19","Runner_LS19","Runner_Party_LS19","Runner_Caste_LS19","Margin_LS19","BJP_LS19","INC_LS19","SP_LS19","BSP_LS19","Other_LS19","Winner_AE17","Party_AE17","Caste_AE17","Runner_AE17","Runner_Party_AE17","Runner_Caste_AE17","Margin_AE17","BJP_AE17","INC_AE17","SP_AE17","BSP_AE17","Other_AE17","Winner_LS14","Party_LS14","Caste_LS14","Runner_LS14","Runner_Party_LS14","Runner_Caste_LS14","Margin_LS14","BJP_LS14","INC_LS14","SP_LS14","BSP_LS14","Other_LS14","Winner_AE12","Party_AE12","Caste_AE12","Runner_AE12","Runner_Party_AE12","Runner_Caste_AE12","Margin_AE12","BJP_AE12","INC_AE12","SP_AE12","BSP_AE12","Other_AE12","Ahirwar","Baghel","Baniya","Bhumihar","Bind","Brahmin","Bunkar","Chamar","Chaudhary","Diwakar","Dohre","Dom","Gond","Goswami","Gujjar","Gurjar","Jat","Jatav","Kadakvanshi","Kashyap","Katheria","Kayastha","Kharwar","Khatik","Kisan","Koli","Kori","Kurmi","Kushwaha","Lodhi","Lodhi Rajput","Maurya","Muslim","Nishad","Other","Pal","Pandit","Pasi","Paswan","Patel","Punjabi","Raidas","Rajbhar","Rawat","Saharaiya","Saini","Sainthwar","Sankhwar","Shakya","Sindhi","Teli","Thakur","Tharu","Tyagi","Vaishya","Vanwasi","Yadav","BJP_AE12_can","SP_AE12_can","BSP_AE12_can","INC_AE12_can","BJP_AE17_can","SP_AE17_can","BSP_AE17_can","INC_AE17_can","BJP_LS14_can","SP_LS14_can","BSP_LS14_can","INC_LS14_can","BJP_LS19_can","SP_LS19_can","BSP_LS19_can","INC_LS19_can"
"West","Muzaffarnagar",3,"Muzaffarnagar",11,"Budhana",372924,0.174112992,0.825887008,0.57553708,0.417372946,0.007089974,0.901604205,0.098315145,8.06e-05,"Jat",0.2104,"Muslim",0.1645,"Thakur",0.0936,"Jatav",0.0926,"Kashyap",0.082,0.643151991,"Ajit Singh","RLD",NA,"Sanjeev Kumar Balyan","BJP",NA,0.0659,0.4606,0,0,0,0.5394,"UMESH MALIK","BJP",NA,"PRAMOD TYAGI","SP",NA,0.0547,0.4055,0,0.3508,0.1246,0.1191,"(DR.) SANJEEV KUMAR BALYAN","BJP",NA,"VIRENDER SINGH","SP",NA,0.373,0.6173,0.0056,0.2442,0.1129,0.02,"Nawazish Alam Khan","SP",NA,"Rajpal Singh Baliyan","Rashtriya Lok Dal",NA,0.055,0.083,0,0.354,0.214,0.349,0,0,0,0.0432,0,0.0399,0,0,0,0,0,0,0,0,0,0.0053,0.2104,0.0926,0,0.082,0,0,0,0.0055,0,0,0,0,0,0,0,0,0.1645,0,0.0056,0.0223,0,0,0,0,3e-04,0,0,0,0,0.028,0,0,0.0075,0,0.011,0.0936,0,0,0.0312,0,0,"Umesh Malik","Nawazish Alam Khan","Yog Raj Singh","","Umesh Malik","Pramod Tyagi","Saeeda Begam","","(DR.) SANJEEV KUMAR BALYAN","Virender Singh","Kadir Rana","Pankaj Agarwal","Sanjeev Kumar Balyan","","",""
"West","Muzaffarnagar",3,"Muzaffarnagar",12,"Charthawal",325613,0.387560034,0.612439966,0.568729347,0.417381449,0.013889204,0.848342408,0.15155382,0.000103772,"Jat",0.1791,"Jatav",0.1754,"Thakur",0.1535,"Muslim",0.122,"Kashyap",0.0869,0.716767593,"Ajit Singh","RLD",NA,"Sanjeev Kumar Balyan","BJP",NA,0.0743,0.4565,0,0,0,0.5435,"VIJAY KUMAR KASHYAP","BJP",NA,"MUKESH KUMAR CHAUDHARY","SP",NA,0.1122,0.3964,0,0.2842,0.2305,0.0889,"(DR.) SANJEEV KUMAR BALYAN","BJP",NA,"KADIR RANA","BSP",NA,0.298,0.5615,0.0079,0.1452,0.2635,0.0219,"Noor Saleem Rana","BSP",NA,"Vijay Kumar","BJP",NA,0.073,0.237,0.154,0.199,0.31,0.1,0,0,0,0.0152,0,0.0407,0,0,0,0,0,0,0,0,0,0.0038,0.1791,0.1754,0,0.0869,0,0,0,0.0038,0,0,0,0,0,0,0,0,0.122,0,0.0053,0.0255,0,0,0,0,2e-04,0,0,0,0,0.0195,0,0,0.006,0,0.01,0.1535,0,0,0.0091,0,0,"Vijay Kumar","Mukesh Kumar Chaudhary","Noor Saleem Rana","Saiduzzama","Vijay Kumar Kashyap","Mukesh Kumar Chaudhary","Noor Saleem Rana","","(DR.) SANJEEV KUMAR BALYAN","Virender Singh","Kadir Rana","Pankaj Agarwal","Sanjeev Kumar Balyan","","",""
"West","Muzaffarnagar",4,"Bijnor",13,"Purqazi (SC)",324870,0.386877986,0.613122014,0.568642408,0.417478874,0.013878718,0.848313399,0.151583441,0.00010316,"Jatav",0.1896,"Muslim",0.13,"Jat",0.0794,"Gadariya",0.0613,"Kashyap",0.0592,0.519508751,"MALOOK NAGAR","BSP",NA,"RAJA BHARATENDRA SINGH","BJP",NA,0.0901,0.4357,0.0194,0,0.5257,0.0192,"PRAMOD UTWAL","BJP",NA,"DEEPAK KUMAR","INC",NA,0.0551,0.3793,0.3242,0.0126,0.2271,0.0568,"KUNWAR BHARTENDRA","BJP",NA,"SHAHNAWAZ RANA","SP",NA,0.1835,0.4859,0,0.3025,0.183,0.0286,"Anil Kumar","BSP",NA,"Deepak Kumar","INC",NA,0.053,0.137,0.266,0.242,0.319,0.036,0,0,0,0,0,0.0428,0,0,0,0,0,0,0,0,0,0.0441,0.0794,0.1896,0,0.0592,0,0,0,0.0014,0,0,0,0,0,0,0,0,0.13,0,0.0226,0.0324,0,0,0,0,0.0233,0,0,0,0,0.018,0,0,0.0344,0,0.0128,0.0208,0,0.0564,0.0138,0,5e-04,"Prachi Aryaa","Uma Kiran","Anil Kumar","Deepak Kumar","Pramod Utwal","Uma Kiran","Anil Kumar","Deepak Kumar","Kunwar Bhartendra","Shahnawaz Rana","Malook Nagar","","Raja Bharatendra Singh","","Malook Nagar","Nasimuddin Siddiqui"
"West","Muzaffarnagar",3,"Muzaffarnagar",14,"Muzaffar Nagar",347148,0.387558866,0.612441134,0.56872771,0.417380938,0.0138913519999999,0.848337964,0.151553664,0.000108372,"Muslim",0.1883,"Vaishya",0.1384,"Brahmin",0.1028,"Jat",0.0983,"Jatav",0.0821,0.609869153,"Sanjeev Kumar Balyan","BJP",NA,"Ajit Singh","RLD",NA,0.0637,0.5264,0,0,0,0.4736,"KAPIL DEV AGARWAL","BJP",NA,"GAURAV SWARUP BANSAL","SP",NA,0.0496,0.4538,0,0.4041,0.0976,0.0445,"(DR.) SANJEEV KUMAR BALYAN","BJP",NA,"KADIR RANA","BSP",NA,0.3038,0.599,0.0238,0.0642,0.2952,0.0178,"Chitranjan Swaroop","SP",NA,"Ashok Kansal","BJP",NA,0.089,0.261,0.125,0.35,0.186,0.078,0,0,0,0.0184,0,0.1028,0,0,0,0,0,0,0,0,0,0.0083,0.0983,0.0821,0,0.02,0,0,0,0.0104,0,0,0,0,0,0,0,0,0.1883,0,0.0024,0.0649,0,0,0,0,0.0428,0,0,0,0,0.0308,0,0,0,0,0.0277,0.0277,0.0025,0.0047,0.1384,0,0.0048,"Ashok Kansal","Chitranjan Swaroop","Arvind Raj Sharma","Somansh Prakash","Kapil Dev Agarwal","Gaurav Swarup Bansal","Rakesh Kumar Sharma","","(DR.) SANJEEV KUMAR BALYAN","Virender Singh","Kadir Rana","Pankaj Agarwal","Sanjeev Kumar Balyan","","",""
"West","Muzaffarnagar",3,"Muzaffarnagar",15,"Khatauli",307587,0.23992891,0.76007109,0.656932387,0.329890486,0.0131771270000001,0.827296585,0.172675732,2.77e-05,"Jatav",0.1759,"Muslim",0.1371,"Jat",0.1068,"Thakur",0.0894,"Saini",0.0764,0.585600482,"Sanjeev Kumar Balyan","BJP",NA,"Ajit Singh","RLD",NA,0.07,0.529,0,0,0,0.471,"VIKRAM SINGH","BJP",NA,"CHANDAN SINGH CHAUHAN","SP",NA,0.1472,0.4447,0,0.2975,0.1754,0.0824,"(DR.) SANJEEV KUMAR BALYAN","BJP",NA,"KADIR RANA","BSP",NA,0.411,0.612,0.0098,0.155,0.201,0.0222,"Kartar Singh Bhadana","Rashtriya Lok Dal",NA,"Tara Chand Shastri","BSP",NA,0.034,0.112,0,0.231,0.24,0.417,0,0,0,0.0113,0,0.043,0,0,0,0,0,0,0,0,0,0.0498,0.1068,0.1759,0,0.049,0,0,0,0.0059,0,0,0,0,0,0,0,0,0.1371,0,0.0012,0.0354,0,0,0,0,0.0258,0,0,0,0,0.0764,0,0,0.0057,0,0.0099,0.0894,0,0,0.0312,0,0,"Sudhir Kumar","Shyam Lal","Tara Chand Shastri","","Vikram Singh","Chandan Singh Chauhan","Shivan Singh Saini","","(DR.) SANJEEV KUMAR BALYAN","Virender Singh","Kadir Rana","Pankaj Agarwal","Sanjeev Kumar Balyan","","",""
"West","Muzaffarnagar",4,"Bijnor",16,"Meerapur",304738,0.148167335,0.851832665,0.551774692,0.43747478,0.010750528,0.836477788,0.163504591,1.76e-05,"Jatav",0.1902,"Muslim",0.1641,"Gurjar",0.1045,"Jat",0.0876,"Jhojha",0.0635,0.609840967,"MALOOK NAGAR","BSP",NA,"RAJA BHARATENDRA SINGH","BJP",NA,0.138,0.4157,0.0137,0,0.5537,0.0169,"AVTAR SINGH BHADANA","BJP",NA,"LIYAKAT ALI","SP",NA,9e-04,0.3377,0,0.3368,0.1942,0.1313,"KUNWAR BHARTENDRA","BJP",NA,"SHAHNAWAZ RANA","SP",NA,0.1497,0.4778,0,0.328,0.1508,0.0434,"Jamil Ahmad Qasmi","BSP",NA,"Mithlesh Pal","Rashtriya Lok Dal",NA,0.076,0.152,0,0.125,0.337,0.386,0,0,0,0,0,0.0378,0,0,0,0,0,0,0,0.004,0,0.1045,0.0876,0.1902,0,0.0242,0,0,0,0.003,0,0,0,0,0,0,0,0,0.1641,0,0.02,0.0454,0,0,0.002,0,0.0151,0,0,0,0,0.0423,0,0,0.0106,0,0.0119,0.0347,0,0.0088,0.0131,0,0.003,"Veerpal Nirwal","Mahrajuddin","Jamil Ahmad Qasmi","","Avtar Singh Bhadana","Liyakat Ali","Nawazish Alam Khan","","Kunwar Bhartendra","Shahnawaz Rana","Malook Nagar","","Raja Bharatendra Singh","","Malook Nagar","Nasimuddin Siddiqui"
"West","Bijnor",5,"Nagina (SC)",17,"Najibabad",340773,0.277625109,0.722374891,0.484434131,0.50373093,0.011834939,0.767748882,0.231470859,0.000780259,"Muslim",0.3014,"Jatav",0.2386,"Jat",0.0524,"Thakur",0.0449,"Kashyap",0.0433,0.680595382,"GIRISH CHANDRA","BSP",NA,"DR. YASHWANT SINGH","BJP",NA,0.2535,0.3549,0.0222,0,0.6083,0.0146,"TASLEEM AHMAD","SP",NA,"RAJIV KUMAR AGARWAL","BJP",NA,0.0093,0.3662,0,0.3755,0.2087,0.0496,"YASHVIR SINGH","SP",NA,"YASHWANT SINGH","BJP",NA,0.0049,0.3562,0,0.3611,0.2508,0.0319,"Tasleem","BSP",NA,"Rajeev Kumar Agarwal","BJP",NA,0.062,0.273,0,0.153,0.335,0.239,0,0,0.0202,0.0042,0,0.0204,0,0,0,0,0,0,0,0,0,0.0029,0.0524,0.2386,0,0.0433,0,0,0,0,0,0,0,0,0,0,0,0,0.3014,0,0,0,0,0,0,0,0.013,0,0,0,0,0.0299,0,0,0,0,0.0074,0.0449,0,0.0098,0,0,0.0028,"Rajeev Kumar Agarwal","Shahid Ali Khan","Tasleem","","Rajiv Kumar Agarwal","Tasleem Ahmad","Jameel Ahmad","","Yashwant Singh","Yashvir Singh","Girish Chandra","","Dr. Yashwant Singh","","Girish Chandra","Omvati Devi"
"West","Bijnor",5,"Nagina (SC)",18,"Nagina (SC)",340245,0.271312175,0.728687825,0.492015347,0.48958704,0.018397613,0.769553951,0.228340924,0.002105126,"Muslim",0.3873,"Jatav",0.219,"Thakur",0.0847,"Saini",0.0541,"Jat",0.0535,0.798570587,"GIRISH CHANDRA","BSP",NA,"DR. YASHWANT SINGH","BJP",NA,0.2655,0.3486,0.0238,0,0.6141,0.0135,"MANOJ KUMAR PARAS","SP",NA,"OMWATI DEVI","BJP",NA,0.038,0.3296,0,0.3675,0.2367,0.0662,"YASHWANT SINGH","BJP",NA,"YASHVIR SINGH","SP",NA,0.0149,0.3424,0,0.3276,0.2666,0.0634,"Manoj Kumar Paras","SP",NA,"Omwati Devi","BSP",NA,0.145,0.126,0.029,0.46,0.315,0.07,0,0,0.0115,0.0128,0,0.0115,0,0,0,0,0,0,0,0,0,0,0.0535,0.219,0,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0.3873,0,0,0,0,0,0,0,0.0128,0,0,0,0,0.0541,0,0,0,0,0.0181,0.0847,0,0.0053,0,0,0,"Lovekush Kumar","Manoj Kumar Paras","Omwati Devi","Phool Singh Choudhry","Omwati Devi","Manoj Kumar Paras","Virendra Pal","","Yashwant Singh","Yashvir Singh","Girish Chandra","","Dr. Yashwant Singh","","Girish Chandra","Omvati Devi"
"West","Bijnor",6,"Moradabad",19,"Barhapur",350704,0.258559365,0.741440635,0.507328557,0.461015865,0.031655578,0.773203685,0.222016377,0.004779939,"Thakur",0.2031,"Muslim",0.1814,"Jatav",0.1315,"Saini",0.1012,"Punjabi",0.0678,0.685083733,"Dr. S.T. HASAN","SP",NA,"KUNWAR SARVESH KUMAR","BJP",NA,0.0461,0.4615,0.0147,0.5076,0,0.0162,"SUSHANT KUMAR","BJP",NA,"HUSAIN AHMAD","INC",NA,0.0442,0.3545,0.3102,0,0.2282,0.1071,"KUNWER SARVESH KUMAR","BJP",NA,"HAJI MOHD YAQOOB","BSP",NA,0.181,0.4455,0.0111,0.1836,0.2645,0.0953,"Mohd.Ghazi","BSP",NA,"Indra Dev Singh","BJP",NA,0.135,0.203,0.193,0.043,0.338,0.223,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0.0105,0.1315,0,0.0334,0,0,0,0.0062,0,0,0,0,0,0,0,0,0.1814,0,0.0177,0,0,0,0,0,0.0678,0,0,0,0,0.1012,0,0,0,0,0.0401,0.2031,0,0,0.0169,0,0,"Indra Dev Singh","Kafeel","Mohd.Ghazi","Husain Ahmad","","","","","Kunwer Sarvesh Kumar","Dr S T Hasan","Haji Mohd Yaqoob","Begum Noor Bano Urf Mehtab","Kunwar Sarvesh Kumar","Dr. S.T. Hasan","","Imran Pratapgarhi"
"West","Bijnor",5,"Nagina (SC)",20,"Dhampur",293286,0.255559339,0.744440661,0.549947789,0.429313085,0.0207391260000001,0.791528194,0.208396895,7.49e-05,"Muslim",0.2762,"Jatav",0.2138,"Thakur",0.0823,"Jat",0.0537,"Jhojha",0.0451,0.671116105,"GIRISH CHANDRA","BSP",NA,"DR. YASHWANT SINGH","BJP",NA,0.127,0.4209,0.0196,0,0.548,0.0115,"ASHOK KUMAR RANA","BJP",NA,"THA. MOOL CHAND CHAUHAN","SP",NA,0.0926,0.4258,0,0.3333,0.222,0.0189,"YASHWANT SINGH","BJP",NA,"YASHVIR SINGH","SP",NA,0.1208,0.4082,0,0.2874,0.2644,0.04,"Th. Mool Chand Chauhan","SP",NA,"Ashok Kumar Rana","BSP",NA,0.003,0.062,0.23,0.331,0.328,0.049,0,0,0.0329,0,0,0.0246,0,0,0,0,0,0,0,0,0,0.0041,0.0537,0.2138,0,0.0287,0,0,0,0,0,0,0,0,0,0,0,0,0.2762,0,0.0451,0,0,0,0,0,0.0082,0,0,0,0,0.0413,0,0,0,0,0.0206,0.0823,0,0.0082,0,0,0,"Rajendra Singh","Th. Mool Chand Chauhan","Ashok Kumar Rana","Anwar Jamil","Ashok Kumar Rana","Tha. Mool Chand Chauhan","Muhammad Ghazi","","Yashwant Singh","Yashvir Singh","Girish Chandra","","Dr. Yashwant Singh","","Girish Chandra","Omvati Devi"
"West","Bijnor",5,"Nagina (SC)",21,"Nehtaur (SC)",295957,0.258558194,0.741441806,0.559767024,0.420871245,0.019361731,0.787947818,0.211984735,6.74e-05,"Muslim",0.2726,"Jatav",0.2361,"Saini",0.1217,"Jat",0.1055,"Thakur",0.0811,0.81703854,"GIRISH CHANDRA","BSP",NA,"DR. YASHWANT SINGH","BJP",NA,0.0811,0.4436,0.0182,0,0.5248,0.0134,"OMKUMAR","BJP",NA,"MUNNALAL PREMI","INC",NA,0.123,0.4072,0.2842,0,0.25,0.0586,"YASHWANT SINGH","BJP",NA,"GIRISH CHANDRA","BSP",NA,0.1852,0.4483,0,0.2471,0.2631,0.0415,"Om Kumar","BSP",NA,"Raj Kumar","SP",NA,0.118,0.127,0,0.195,0.313,0.365,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.1055,0.2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2726,0,0,0,0,0,0,0,0.0061,0,0,0,0,0.1217,0,0,0,0,0.0243,0.0811,0,0.0162,0,0,0,"Subhash Chanda Balmiki","Raj Kumar","Om Kumar","","Omkumar","","Vivek Singh","Munnalal Premi","Yashwant Singh","Yashvir Singh","Girish Chandra","","Dr. Yashwant Singh","","Girish Chandra","Omvati Devi"
"West","Bijnor",4,"Bijnor",22,"Bijnor",376219,0.281414505,0.718585495,0.634579946,0.356567665,0.00885238899999996,0.760674325,0.239316982,8.69e-06,"Muslim",0.2565,"Jatav",0.195,"Jat",0.1523,"Saini",0.056,"Vaishya",0.0359,0.695694518,"MALOOK NAGAR","BSP",NA,"RAJA BHARATENDRA SINGH","BJP",NA,0.0728,0.4452,0.0205,0,0.518,0.0163,"SUCHI","BJP",NA,"RUCHI VIRA","SP",NA,0.111,0.4295,0,0.3185,0.2026,0.0494,"KUNWAR BHARTENDRA","BJP",NA,"SHAHNAWAZ RANA","SP",NA,0.1207,0.4112,0,0.2905,0.2232,0.0751,"Kunvar Bharatendra","BJP",NA,"Mahboob","BSP",NA,0.085,0.329,0,0.12,0.244,0.307,0,0,0,0.0024,0,0.0266,0,0,0,0,0,0,0,0,0,0.0129,0.1523,0.195,0,0.0083,0,0,0,9e-04,0,0,0,0,0,0,0,0,0.2565,0,0.0287,0.0293,0,0,0,0,0.0175,0,0,0,0,0.056,0,0,0.0059,0,0.0134,0.0218,0,0.0047,0.0359,0,0,"Kunvar Bharatendra","Ruchi Vira","Mahboob","","Suchi","Ruchi Vira","Rashid Ahmad","","Kunwar Bhartendra","Shahnawaz Rana","Malook Nagar","","Raja Bharatendra Singh","","Malook Nagar","Nasimuddin Siddiqui"
"West","Bijnor",4,"Bijnor",23,"Chandpur",321785,0.185433551,0.814566449,0.581493239,0.401370527,0.0171362340000001,0.824099581,0.175894846,5.57e-06,"Muslim",0.1754,"Jatav",0.1446,"Other",0.1296,"Jat",0.1054,"Saini",0.0753,0.630378587,"MALOOK NAGAR","BSP",NA,"RAJA BHARATENDRA SINGH","BJP",NA,2e-04,0.4676,0.0476,0,0.4679,0.0169,"KAMLESH SAINI","BJP",NA,"MOHAMMAD IQBAL","BSP",NA,0.1632,0.4227,0.0724,0.1672,0.2595,0.0782,"KUNWAR BHARTENDRA","BJP",NA,"MALOOK NAGAR","BSP",NA,0.1947,0.4607,0,0.1948,0.266,0.0785,"Iqbal","BSP",NA,"Shairbaz Khan","SP",NA,0.08,0.196,0,0.212,0.292,0.3,0,0,0,0,0,0.0223,0,0,0,0,0,0,0,0,0,0.0215,0.1054,0.1446,0,0.0339,0,0,0,0.0051,0,0,0,0,0,0,0,0,0.1754,0,0.1296,0.0211,0,0,0,0,0.0108,0,0,0,0,0.0753,0,0,0.0124,0,0.0052,0.0254,0,0.0101,0.007,0,0.0021,"Kavita Singh","Shairbaz Khan","Iqbal","","Kamlesh Saini","Mo. Arshad","Mohammad Iqbal","Sher Baaz Khan","Kunwar Bhartendra","Shahnawaz Rana","Malook Nagar","","Raja Bharatendra Singh","","Malook Nagar","Nasimuddin Siddiqui"
"West","Bijnor",5,"Nagina (SC)",24,"Noorpur",315856,0.229110857,0.770889143,0.561844897,0.418773934,0.0193811690000001,0.803812858,0.196139947,4.72e-05,"Muslim",0.2996,"Jatav",0.2525,"Thakur",0.1088,"Saini",0.101,"Jat",0.035,0.796939287,"GIRISH CHANDRA","BSP",NA,"DR. YASHWANT SINGH","BJP",NA,0.0954,0.4387,0.0157,0,0.5341,0.0115,"LOKENDRA SINGH","BJP",NA,"NAIM UL HASAN","SP",NA,0.0627,0.3898,0,0.3271,0.226,0.0571,"YASHWANT SINGH","BJP",NA,"GIRISH CHANDRA","BSP",NA,0.1497,0.4182,0,0.2402,0.2685,0.0731,"Lokendra Singh","BJP",NA,"Mohd.Usmaan","BSP",NA,0.031,0.269,0,0.197,0.238,0.296,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0117,0.035,0.2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2996,0,0,0,0,0,0,0,0.035,0,0,0,0,0.101,0,0,0,0,0,0.1088,0,0.0155,0,0,0.0023,"Lokendra Singh","Qutbuddin","Mohd.Usmaan","","Lokendra Singh","Naim Ul Hasan","Gohar Iqbal","","Yashwant Singh","Yashvir Singh","Girish Chandra","","Dr. Yashwant Singh","","Girish Chandra","Omvati Devi"
"West","Moradabad",6,"Moradabad",25,"Kanth",366683,0.347707258,0.652292742,0.5017287,0.489306348,0.00896495199999991,0.863092687,0.136708727,0.000198586,"Muslim",0.4503,"Jatav",0.101,"Jat",0.0722,"Saini",0.0664,"Kashyap",0.0577,0.747563204,"Dr. S.T. HASAN","SP",NA,"KUNWAR SARVESH KUMAR","BJP",NA,0.1792,0.3896,0.0246,0.5688,0,0.017,"RAJESH KUMAR SINGH (CHUNNU)","BJP",NA,"ANEESURREHMAN","SP",NA,0.0093,0.3015,0,0.2922,0.1731,0.2332,"KUNWER SARVESH KUMAR","BJP",NA,"DR S T HASAN","SP",NA,0.0414,0.4008,0.0089,0.3594,0.1616,0.0693,"Aneesurrehman","Peace Party",NA,"Rizwan Ahmad Khan","BSP",NA,0.008,0.124,0.091,0.153,0.177,0.455,0,0,0,0,0,0.0163,0,0,0,0,0,0,0,0,0,0.0159,0.0722,0.101,0,0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0.4503,0,0.0289,0.0289,0,0,0,0,0,0,0,0,0,0.0664,0,0,0,0,0,0.0375,0,0,0.0133,0,0.017,"Uttam Singh","Fizaullah Chaudhry","Rizwan Ahmad Khan","Mohammed Ulla Khan","Rajesh Kumar Singh (CHUNNU)","Aneesurrehman","Mohd. Nasir","","Kunwer Sarvesh Kumar","Dr S T Hasan","Haji Mohd Yaqoob","Begum Noor Bano Urf Mehtab","Kunwar Sarvesh Kumar","Dr. S.T. Hasan","","Imran Pratapgarhi"
"West","Moradabad",6,"Moradabad",26,"Thakurdwara",359552,0.217707238,0.782292762,0.455767789,0.536615867,0.007616344,0.874603932,0.125250738,0.00014533,"Muslim",0.4237,"Thakur",0.1461,"Saini",0.1023,"Jatav",0.0877,"Kashyap",0.0584,0.818124974,"Dr. S.T. HASAN","SP",NA,"KUNWAR SARVESH KUMAR","BJP",NA,0.0556,0.4552,0.0217,0.5108,0,0.0123,"NAVAB JAN","SP",NA,"RAJPAL SINGH CHAUHAN","BJP",NA,0.0523,0.3684,0,0.4207,0.1553,0.0556,"DR S T HASAN","SP",NA,"KUNWER SARVESH KUMAR","BJP",NA,0.0021,0.412,0.0126,0.414,0.1195,0.0419,"Kunwar Servesh Kumar","BJP",NA,"Vijay Kumar","Mahan Dal",NA,0.173,0.384,0.211,0.026,0.12,0.259,0,0,0,0,0,0.0088,0,0,0,0,0,0,0,0,0,0,0.0292,0.0877,0,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0.4237,0,0.0022,0.0234,0,0,0,0,0.0015,0,0,0,0,0.1023,0,0,0,0,0,0.1461,0,0,0.0073,0,0.0292,"Kunwar Servesh Kumar","Manmohan Singh Saini","Haji Mohd. Ilyas","Nawab Jan","Rajpal Singh Chauhan","Navab Jan","Vijay Yadav","","Kunwer Sarvesh Kumar","Dr S T Hasan","Haji Mohd Yaqoob","Begum Noor Bano Urf Mehtab","Kunwar Sarvesh Kumar","Dr. S.T. Hasan","","Imran Pratapgarhi"
"West","Moradabad",6,"Moradabad",27,"Moradabad Rural",376532,0.590277053,0.409722947,0.477298956,0.511694248,0.011006796,0.880825003,0.118848287,0.00032671,"Muslim",0.5876,"Jatav",0.0811,"Saini",0.0637,"Brahmin",0.0391,"Vaishya",0.0362,0.807639867,"Dr. S.T. HASAN","SP",NA,"KUNWAR SARVESH KUMAR","BJP",NA,0.1697,0.3646,0.0907,0.5343,0,0.0104,"HAJI IKRAM QURESHI","SP",NA,"HARIOM SHARMA","BJP",NA,0.13,0.3123,0,0.4423,0.0906,0.1548,"DR S T HASAN","SP",NA,"KUNWER SARVESH KUMAR","BJP",NA,0.0851,0.3779,0.035,0.463,0.0924,0.0317,"Shameemul Haq","SP",NA,"Suresh Chandra Saini","BJP",NA,0.126,0.274,0.132,0.4,0.13,0.064,0,0,0,0,0,0.0391,0,0,0,0,0,0,0,0,0,0,0.0101,0.0811,0,0.0304,0,0,0,0,0,0,0,0,0,0,0,0,0.5876,0,0.0216,0.0347,0,0,0,0,0,0,0,0,0,0.0637,0,0,0,0,0,0.0261,0,0,0.0362,0,0.0188,"Suresh Chandra Saini","Shameemul Haq","Mohd. Nasir","Iftakhar Ahmad","Hariom Sharma","Haji Ikram Qureshi","Pannalal Urf Bablu Saini","","Kunwer Sarvesh Kumar","Dr S T Hasan","Haji Mohd Yaqoob","Begum Noor Bano Urf Mehtab","Kunwar Sarvesh Kumar","Dr. S.T. Hasan","","Imran Pratapgarhi"
"West","Moradabad",6,"Moradabad",28,"Moradabad Nagar",505468,0.590267983,0.409732017,0.477298677,0.51168648,0.0110148430000001,0.880818054,0.118846128,0.000335818,"Muslim",0.4405,"Vaishya",0.1432,"Jatav",0.1101,"Other",0.0529,"Saini",0.0485,0.795154185,"KUNWAR SARVESH KUMAR","BJP",NA,"Dr. S.T. HASAN","SP",NA,0.038,0.4761,0.0768,0.4382,0,0.0089,"RITESH KUMAR GUPTA","BJP",NA,"MOHAMMAD YUSUF ANSARI","SP",NA,0.0115,0.446,0,0.4345,0.0891,0.0304,"KUNWER SARVESH KUMAR","BJP",NA,"DR S T HASAN","SP",NA,0.1572,0.5113,0.0215,0.3541,0.0853,0.0278,"Mohammad Yusuf Ansari","SP",NA,"Ritesh Kumar Gupta","BJP",NA,0.097,0.325,0.06,0.422,0.156,0.037,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0.0176,0.1101,0,0.022,0,0.0176,0,0,0,0,0,0,0,0,0,0,0.4405,0,0.0529,0.0154,0,0,0,0,0.033,0,0,0,0,0.0485,0,0,0,0,0,0.033,0,0,0.1432,0,0.011,"Ritesh Kumar Gupta","Mohammad Yusuf Ansari","Sandeep Agrawal","Phoolwati Saini","Ritesh Kumar Gupta","Mohammad Yusuf Ansari","Ateeq Ahmed Saifi","","Kunwer Sarvesh Kumar","Dr S T Hasan","Haji Mohd Yaqoob","Begum Noor Bano Urf Mehtab","Kunwar Sarvesh Kumar","Dr. S.T. Hasan","","Imran Pratapgarhi"
